id_cliente,edad,genero,ingresos,plataforma,interacciones,compras,promedio_ticket,total_gastado,fecha_primer_compra,fecha_ultima_compra,dias_desde_ultima,recomendaciones,costo_adquisicion
C00314,39,M,76331,Instagram,27,5,25,125,2022-11-27,2024-10-25,158,0,20
C00315,33,M,36430,Instagram,23,1,17,17,2024-02-08,2024-12-28,94,0,25
C00316,24,F,32082,TikTok,45,1,34,34,2023-12-21,2025-02-03,57,1,8
C00317,19,M,18000,Instagram,35,2,25,50,2023-10-13,2024-11-04,148,1,25
C00318,35,F,38436,Instagram,20,3,21,63,2022-08-08,2024-10-31,152,1,13
C00319,44,F,63025,Facebook,14,3,77,231,2023-10-01,2024-10-18,165,2,17
C00320,34,F,48159,Instagram,31,2,36,72,2024-07-30,2025-03-15,17,0,13
C00321,59,F,78007,Facebook,12,2,119,238,2023-10-05,2024-10-19,164,2,27
C00322,48,M,62928,Facebook,15,1,59,59,2022-10-22,2025-01-29,62,0,21
C00323,34,F,34939,Instagram,20,1,34,34,2022-11-09,2024-12-11,111,0,11
C00324,49,M,61909,Facebook,12,1,47,47,2023-02-04,2025-02-12,48,0,24
C00325,58,M,92770,Facebook,10,3,63,189,2023-02-25,2024-12-01,121,1,17
C00326,27,F,18000,Instagram,34,3,54,162,2023-12-31,2024-10-31,152,0,10
C00327,40,M,52578,Instagram,24,3,26,78,2023-12-31,2025-02-13,47,1,21
C00328,33,F,18000,Instagram,29,1,27,27,2023-10-31,2025-01-01,90,0,22
C00329,42,F,68209,Facebook,17,2,64,128,2023-09-24,2024-10-14,169,0,27
C00330,35,F,43586,Facebook,20,3,119,357,2023-12-23,2025-01-10,81,1,20
C00331,27,M,24387,Instagram,31,3,39,117,2023-06-07,2024-10-05,178,0,24
C00332,37,F,27327,Instagram,35,3,50,150,2023-07-31,2024-11-14,138,0,10
C00333,25,M,18000,Instagram,29,3,30,90,2023-04-11,2025-03-21,11,0,16
C00334,36,F,48258,Facebook,17,3,60,180,2023-04-02,2025-01-27,64,1,30
C00335,25,M,31022,TikTok,42,4,18,72,2024-05-16,2024-12-02,120,1,10
C00336,45,M,49088,Facebook,16,1,104,104,2024-03-08,2025-02-09,51,0,25
C00337,34,M,36760,Instagram,40,2,59,118,2023-11-23,2025-01-28,63,0,25
C00338,36,F,42566,Instagram,40,3,33,99,2023-02-05,2025-02-23,37,3,17
C00339,40,F,25417,Facebook,17,1,99,99,2023-12-11,2024-12-30,92,0,28
C00340,29,F,30976,TikTok,35,3,40,120,2023-01-08,2024-11-29,123,0,16
C00341,44,M,49679,Facebook,14,1,112,112,2024-05-14,2024-12-09,113,0,34
C00342,53,F,77083,Facebook,7,1,92,92,2022-09-23,2025-02-25,35,0,26
C00343,35,F,53183,Instagram,26,1,35,35,2023-04-07,2024-12-29,93,1,18
C00344,18,M,27364,Instagram,42,4,39,156,2024-02-27,2024-11-22,130,1,14
C00345,44,M,52593,Facebook,15,2,49,98,2023-12-27,2025-01-21,70,0,34
C00346,30,F,31740,Instagram,21,1,16,16,2022-06-24,2024-12-09,113,1,10
C00347,29,M,18000,Instagram,46,2,45,90,2022-10-29,2024-12-24,98,0,13
C00348,51,M,58664,Facebook,12,2,60,120,2022-10-06,2025-03-01,31,2,29
C00349,34,F,22735,Instagram,21,2,20,40,2022-12-09,2024-12-03,119,0,12
C00350,28,F,63904,TikTok,46,1,37,37,2023-05-29,2025-01-24,67,0,10
C00351,55,F,65629,Facebook,12,2,43,86,2023-05-18,2025-03-09,23,0,31
C00352,41,M,47744,Facebook,23,2,58,116,2022-07-23,2024-12-13,109,0,34
C00353,27,F,52960,TikTok,38,1,13,13,2024-03-03,2025-01-24,67,1,17
C00354,32,M,34956,Instagram,23,2,16,32,2024-04-19,2025-03-20,12,0,24
C00355,40,M,27927,Facebook,19,3,96,288,2023-05-06,2025-02-21,39,0,30
C00356,47,M,60549,Facebook,15,2,43,86,2022-11-25,2025-02-19,41,1,20
C00357,38,M,43977,Facebook,13,1,50,50,2024-01-08,2024-10-29,154,1,25
C00358,24,M,37849,TikTok,47,1,31,31,2023-03-29,2025-03-12,20,1,20
C00359,43,F,44947,Facebook,23,3,86,258,2023-11-07,2025-02-04,56,2,19
C00360,23,M,51633,TikTok,49,3,32,96,2024-02-24,2024-10-05,178,1,19
C00361,31,F,39911,Facebook,13,1,41,41,2024-03-14,2024-11-22,130,0,26
C00362,33,F,24906,Instagram,27,2,27,54,2023-01-10,2024-11-13,139,0,13
C00363,26,M,62752,TikTok,32,1,37,37,2022-10-10,2024-11-02,150,1,16
C00364,53,F,55704,Facebook,9,1,86,86,2022-08-03,2024-12-12,110,0,26
C00365,39,M,64579,Facebook,18,2,86,172,2023-05-14,2025-03-04,28,0,28
C00366,20,F,24549,TikTok,32,2,31,62,2024-03-27,2025-03-07,25,0,20
C00367,19,M,18000,TikTok,46,5,13,65,2022-11-14,2024-12-02,120,0,10
C00368,44,M,50261,Facebook,15,1,114,114,2023-10-19,2025-03-01,31,0,19
C00369,25,M,18000,TikTok,31,2,12,24,2023-12-06,2024-12-28,94,2,13
C00370,37,M,71087,Instagram,33,2,53,106,2023-12-14,2024-10-15,168,0,14
C00371,28,F,62407,Instagram,25,1,38,38,2022-12-06,2024-12-05,117,0,13
C00372,23,M,42811,TikTok,37,3,24,72,2024-02-11,2025-03-01,31,1,9
C00373,38,M,37633,Facebook,10,2,87,174,2024-05-29,2025-02-12,48,1,34
C00374,21,M,18000,Instagram,31,2,24,48,2022-08-31,2025-01-04,87,0,23
C00375,17,F,30583,TikTok,32,1,23,23,2023-06-27,2025-01-02,89,0,19
C00376,30,M,54422,Facebook,16,3,55,165,2023-12-27,2024-10-25,158,0,19
C00377,24,F,41510,Instagram,31,1,58,58,2023-05-15,2024-10-05,178,1,10
C00378,28,M,48588,TikTok,36,4,30,120,2023-02-08,2024-12-14,108,0,19
C00379,21,F,40241,TikTok,46,3,14,42,2024-03-28,2024-12-24,98,0,16
C00380,49,M,45593,Facebook,8,2,97,194,2024-01-09,2024-12-02,120,0,35
C00381,58,F,80528,Facebook,17,3,108,324,2023-08-17,2024-12-04,118,2,26
C00382,35,M,45397,Facebook,17,1,92,92,2024-04-29,2024-12-27,95,0,27
C00383,49,F,99059,Facebook,12,1,48,48,2023-05-20,2025-02-12,48,0,34
C00384,40,F,49697,Instagram,36,2,20,40,2023-05-09,2024-11-27,125,1,23
C00385,23,M,18000,TikTok,49,5,13,65,2022-06-22,2024-11-03,149,1,13
C00386,18,M,21142,TikTok,45,1,31,31,2023-02-28,2025-01-07,84,1,8
C00387,28,F,33417,Instagram,35,2,40,80,2023-01-19,2025-01-28,63,0,18
C00388,33,M,28316,Facebook,20,6,86,516,2023-10-31,2025-01-18,73,1,35
C00389,52,M,81056,Facebook,10,1,96,96,2023-07-02,2024-11-18,134,0,21
C00390,37,F,30392,Instagram,33,2,40,80,2024-06-25,2025-03-22,10,0,13
C00391,38,F,26942,Facebook,15,2,57,114,2022-11-17,2024-12-14,108,1,30
C00392,34,F,63496,Facebook,19,3,51,153,2024-05-20,2025-03-05,27,0,18
C00393,36,M,37909,Facebook,14,3,58,174,2022-08-14,2024-10-28,155,1,19
C00394,39,M,69020,Facebook,24,6,60,360,2024-02-28,2025-02-22,38,0,26
C00395,50,M,83216,Facebook,14,2,82,164,2023-01-27,2024-10-08,175,2,32
C00396,26,F,50554,TikTok,37,2,21,42,2023-02-23,2024-11-09,143,1,19
C00397,52,F,67332,Facebook,10,1,88,88,2023-02-17,2024-10-24,159,2,23
C00398,27,F,18000,Instagram,32,1,24,24,2024-07-03,2025-02-22,38,0,21
C00399,30,M,39442,TikTok,34,1,12,12,2024-04-06,2024-11-07,145,0,17
C00400,24,M,42755,TikTok,26,1,18,18,2023-12-15,2024-10-22,161,1,10
C00401,28,M,38705,Instagram,29,5,40,200,2023-03-23,2024-12-01,121,0,23
C00402,26,M,59958,TikTok,30,3,40,120,2023-12-09,2024-12-21,101,0,13
C00403,44,M,72680,Facebook,16,5,106,530,2023-06-25,2025-03-17,15,0,22
C00404,28,M,31387,TikTok,33,3,32,96,2023-11-21,2024-11-29,123,1,17
C00405,47,M,89160,Facebook,20,4,53,212,2022-09-22,2025-01-31,60,0,27
C00406,36,M,57298,Instagram,29,3,51,153,2022-09-27,2024-12-14,108,1,19
C00407,35,M,32595,Facebook,17,1,94,94,2024-05-17,2025-02-25,35,1,35
C00408,22,F,40773,TikTok,44,4,27,108,2023-06-01,2024-10-25,158,0,11
C00409,56,F,47755,Facebook,18,2,89,178,2023-07-02,2024-12-29,93,0,30
C00410,24,M,38007,TikTok,34,1,26,26,2023-12-31,2024-10-26,157,1,11
C00411,26,M,19880,Instagram,29,1,20,20,2022-09-07,2025-01-07,84,0,22
C00412,32,M,29909,Facebook,9,2,74,148,2023-02-01,2024-10-21,162,0,15
C00413,28,F,18922,Instagram,32,2,23,46,2023-04-01,2025-02-09,51,0,10
C00414,41,F,53613,Facebook,14,2,109,218,2023-03-16,2025-02-03,57,0,23
C00415,27,M,55805,Instagram,31,2,45,90,2024-02-23,2025-03-19,13,1,24
C00416,25,M,57719,TikTok,43,4,19,76,2023-12-17,2025-01-08,83,0,17
C00417,25,M,22533,Instagram,19,1,51,51,2024-02-12,2025-02-09,51,0,22
C00418,29,F,47537,Instagram,32,1,43,43,2023-04-01,2024-12-24,98,0,23
C00419,52,F,61157,Facebook,18,1,109,109,2022-10-13,2024-12-14,108,0,17
C00420,37,M,40597,Instagram,28,1,30,30,2023-07-04,2024-12-08,114,1,25
C00421,20,M,27873,Instagram,43,2,39,78,2023-09-28,2024-12-02,120,1,25
C00422,45,M,60581,Facebook,13,4,73,292,2022-11-04,2024-10-21,162,2,18
C00423,24,M,33069,TikTok,35,1,37,37,2024-01-08,2025-01-07,84,0,7
C00424,18,M,28791,TikTok,43,3,29,87,2023-08-16,2025-01-23,68,0,20
C00425,16,F,18000,TikTok,43,2,22,44,2023-11-20,2025-03-16,16,1,12
C00426,36,F,26058,Facebook,19,2,76,152,2023-10-05,2024-11-16,136,0,23
C00427,34,M,47084,Facebook,15,4,56,224,2024-02-17,2024-10-23,160,0,34
C00428,17,F,54598,TikTok,35,4,18,72,2022-07-01,2024-12-17,105,0,6
C00429,59,F,68718,Facebook,7,2,110,220,2023-07-27,2025-03-09,23,0,20
C00430,17,F,25728,TikTok,42,2,30,60,2023-04-04,2025-02-16,44,1,10
C00431,46,M,44236,Facebook,17,1,108,108,2023-01-18,2024-10-26,157,0,19
C00432,24,F,43231,TikTok,48,2,31,62,2022-10-10,2025-03-01,31,0,20
C00433,23,F,44866,Instagram,34,3,18,54,2024-02-11,2024-11-18,134,0,13
C00434,18,M,21843,Instagram,25,1,27,27,2022-09-24,2025-03-05,27,0,17
C00435,34,F,62960,Facebook,20,4,69,276,2024-04-29,2025-01-24,67,0,16
C00436,39,F,27355,Facebook,14,1,117,117,2023-08-28,2025-01-06,85,0,23
C00437,36,F,27190,Instagram,29,1,44,44,2023-05-13,2025-03-01,31,1,22
C00438,38,M,67446,Facebook,13,5,77,385,2023-03-05,2024-12-03,119,0,28
C00439,53,F,39014,Facebook,10,2,60,120,2023-04-16,2025-03-07,25,0,35
C00440,51,F,58513,Facebook,21,5,83,415,2024-03-10,2025-01-11,80,0,35
C00441,31,M,62938,Instagram,33,2,26,52,2023-05-04,2024-10-24,159,1,15
C00442,55,F,55752,Facebook,14,1,46,46,2024-06-26,2025-02-07,53,0,29
C00443,30,M,55560,TikTok,31,2,35,70,2022-10-27,2025-01-02,89,1,5
C00444,28,F,44149,TikTok,34,4,32,128,2023-10-24,2025-03-20,12,1,11
C00445,24,M,47982,Instagram,32,3,35,105,2024-03-18,2024-12-16,106,2,23
C00446,27,M,67757,TikTok,37,1,23,23,2022-07-29,2024-11-13,139,0,15
C00447,36,M,23231,Facebook,14,2,114,228,2024-05-02,2025-02-26,34,0,24
C00448,50,M,47577,Facebook,10,1,96,96,2023-07-19,2024-12-17,105,1,16
C00449,16,F,29483,TikTok,41,2,22,44,2023-02-11,2025-03-05,27,0,5
C00450,20,M,18000,TikTok,49,2,36,72,2022-10-27,2024-11-23,129,1,8
C00451,32,M,19362,Instagram,37,3,40,120,2023-03-30,2024-12-21,101,0,19
C00452,50,M,36702,Facebook,14,3,88,264,2022-10-24,2025-01-30,61,1,17
C00453,23,M,36759,TikTok,26,3,35,105,2022-12-01,2024-10-17,166,0,12
C00454,33,M,72486,Instagram,25,2,47,94,2023-07-11,2024-11-22,130,0,19
C00455,20,F,33075,Instagram,30,2,27,54,2022-08-31,2024-11-17,135,1,23
C00456,19,M,18000,TikTok,38,3,29,87,2024-01-20,2025-02-05,55,1,15
C00457,19,M,18000,TikTok,52,3,13,39,2023-03-13,2025-03-05,27,1,10
C00458,20,F,18000,TikTok,48,4,20,80,2022-10-11,2025-02-03,57,1,9
C00459,32,M,43055,Facebook,15,1,56,56,2024-01-28,2025-01-10,81,1,35
C00460,27,F,41149,Instagram,40,2,55,110,2022-07-19,2024-11-21,131,2,19
C00461,36,F,31520,Facebook,14,5,108,540,2024-04-16,2024-11-13,139,1,33
C00462,37,F,28219,Facebook,14,1,49,49,2024-05-08,2024-12-01,121,1,35
C00463,31,M,52320,Instagram,35,1,34,34,2024-01-27,2024-12-26,96,0,17
C00464,23,M,36443,Instagram,27,1,20,20,2023-11-17,2025-01-31,60,0,10
C00465,48,F,96878,Facebook,12,2,95,190,2023-08-08,2024-12-17,105,0,34
C00466,29,M,41709,TikTok,46,2,32,64,2023-01-07,2025-02-20,40,0,17
C00467,30,F,38356,Facebook,14,2,57,114,2022-11-03,2024-12-25,97,0,28
C00468,29,M,20160,Instagram,31,1,39,39,2023-12-28,2025-02-09,51,0,13
C00469,48,M,41680,Facebook,11,2,47,94,2024-03-20,2025-01-25,66,1,32
C00470,28,M,18000,TikTok,40,3,11,33,2022-07-22,2024-12-05,117,0,15
C00471,20,M,20379,TikTok,41,2,37,74,2023-07-04,2025-02-19,41,1,13
C00472,28,M,18000,TikTok,47,3,37,111,2023-09-17,2024-12-14,108,1,20
C00473,35,M,20776,Facebook,16,1,79,79,2022-07-12,2024-10-23,160,0,27
C00474,28,M,37152,TikTok,36,2,14,28,2023-10-01,2025-02-23,37,0,10
C00475,17,F,32844,TikTok,37,1,10,10,2024-03-28,2025-01-26,65,2,11
C00476,24,F,18000,TikTok,38,1,31,31,2023-08-26,2024-12-18,104,0,8
C00477,17,M,33439,TikTok,48,4,40,160,2023-03-25,2024-12-08,114,0,13
C00478,17,M,20390,TikTok,27,2,16,32,2023-08-17,2025-03-06,26,2,20
C00479,39,M,44850,Instagram,33,3,23,69,2022-10-15,2024-11-13,139,1,13
C00480,32,F,43971,Instagram,29,4,40,160,2023-02-11,2024-12-02,120,1,25
C00481,59,M,74067,Facebook,17,4,88,352,2023-03-31,2025-01-27,64,0,26
C00482,60,M,68655,Facebook,10,3,55,165,2023-11-16,2024-10-25,158,0,19
C00483,30,F,70435,Instagram,24,3,33,99,2024-07-16,2025-02-07,53,0,22
C00484,50,M,65498,Facebook,15,4,49,196,2023-03-09,2024-12-11,111,1,24
C00485,16,F,19276,TikTok,33,1,14,14,2023-03-14,2025-01-20,71,0,14
C00486,37,M,40245,Facebook,19,4,101,404,2023-07-19,2025-02-15,45,0,25
C00487,30,M,43934,TikTok,51,3,29,87,2024-03-08,2025-02-26,34,0,10
C00488,50,F,40133,Facebook,12,5,42,210,2024-01-01,2025-03-02,30,0,24
C00489,20,F,28297,Instagram,19,1,48,48,2023-10-31,2024-12-01,121,0,14
C00490,30,M,52338,Instagram,33,2,34,68,2023-11-10,2025-03-06,26,0,18
C00491,21,F,24605,Instagram,21,1,44,44,2024-01-24,2025-02-22,38,0,21
C00492,29,F,28895,TikTok,43,4,20,80,2024-01-17,2025-02-28,32,1,7
C00493,26,M,46808,Instagram,35,1,26,26,2023-04-26,2025-01-17,74,1,13
C00494,56,M,27164,Facebook,20,3,83,249,2023-03-22,2025-01-28,63,1,22
C00495,47,F,46239,Facebook,16,1,90,90,2023-05-23,2024-12-31,91,0,17
C00496,29,F,18000,TikTok,40,1,29,29,2023-05-17,2024-10-08,175,0,17
C00497,23,M,34370,TikTok,44,3,16,48,2023-03-18,2025-01-08,83,0,6
C00498,25,M,39087,TikTok,38,1,27,27,2023-09-12,2025-02-06,54,0,10
C00499,19,M,36555,Instagram,25,5,17,85,2024-03-20,2025-01-06,85,0,22
C00500,24,M,39282,Instagram,21,1,33,33,2023-07-19,2024-11-06,146,0,14
C00501,19,M,33803,TikTok,39,3,12,36,2022-10-30,2025-01-26,65,0,19
C00502,30,M,42370,Instagram,28,1,49,49,2023-01-23,2025-03-21,11,0,10
C00503,49,M,60773,Facebook,14,4,99,396,2024-04-05,2025-01-13,78,1,26
C00504,38,M,85095,Instagram,29,2,59,118,2023-04-04,2025-03-20,12,0,12
C00505,24,F,26523,Instagram,34,1,59,59,2024-04-22,2025-01-16,75,0,16
C00506,19,M,18000,TikTok,39,4,20,80,2024-02-02,2024-11-18,134,1,10
C00507,39,F,50685,Instagram,35,3,19,57,2024-03-05,2025-03-05,27,0,16
C00508,34,F,18000,Facebook,15,3,55,165,2022-07-25,2024-10-11,172,1,20
C00509,26,M,40363,Instagram,29,3,41,123,2023-03-04,2025-01-24,67,0,23
C00510,24,F,22971,Instagram,28,2,29,58,2022-09-22,2024-10-20,163,0,25
C00511,24,F,20497,TikTok,39,2,20,40,2023-03-11,2024-12-11,111,0,5
C00512,18,F,43885,Instagram,32,3,53,159,2024-06-29,2025-02-26,34,0,10
C00513,32,F,38596,Facebook,15,4,115,460,2024-04-24,2024-12-28,94,0,18
C00514,33,F,19990,Instagram,28,3,52,156,2023-01-04,2025-02-25,35,0,24
C00515,30,F,36040,TikTok,42,4,33,132,2024-02-14,2025-01-27,64,2,20
C00516,23,F,25033,Instagram,24,4,35,140,2023-11-26,2025-03-03,29,1,25
C00517,24,M,78309,TikTok,43,3,13,39,2022-11-17,2024-12-04,118,0,8
C00518,22,F,18000,TikTok,40,1,30,30,2023-10-19,2025-01-09,82,0,5
C00519,53,F,65992,Facebook,12,3,44,132,2024-03-12,2024-11-08,144,0,24
C00520,31,M,50500,Instagram,32,2,39,78,2024-02-26,2024-11-18,134,0,15
C00521,25,F,58778,TikTok,44,1,14,14,2022-12-06,2024-12-10,112,0,8
C00522,30,F,36575,Facebook,11,3,103,309,2023-04-30,2025-02-06,54,0,26
C00523,27,F,50035,Instagram,39,3,29,87,2024-04-28,2025-03-08,24,2,25
C00524,28,M,18000,Instagram,28,1,17,17,2024-07-11,2025-03-16,16,1,21
C00525,44,F,51206,Facebook,11,3,71,213,2024-02-29,2025-03-22,10,0,27
C00526,45,M,55263,Facebook,16,2,108,216,2022-12-04,2025-03-01,31,2,33
C00527,33,F,53109,Facebook,15,3,86,258,2022-12-14,2025-02-22,38,0,21
C00528,45,F,38049,Facebook,14,1,87,87,2024-02-17,2024-11-01,151,1,28
C00529,25,F,41036,TikTok,31,4,25,100,2022-10-25,2024-11-03,149,0,8
C00530,52,M,57815,Facebook,9,4,108,432,2022-08-12,2024-12-07,115,1,27
C00531,47,F,61309,Facebook,17,1,81,81,2023-09-18,2024-12-20,102,1,29
C00532,29,M,52545,Instagram,24,3,27,81,2023-02-02,2024-11-24,128,1,13
C00533,23,M,54894,TikTok,57,2,39,78,2022-11-03,2025-02-22,38,0,6
C00534,58,M,58885,Facebook,14,5,94,470,2023-02-08,2024-11-13,139,0,23
C00535,41,M,46265,Facebook,22,4,97,388,2023-08-28,2025-02-07,53,1,24
C00536,19,F,21366,Instagram,28,5,40,200,2023-03-21,2024-11-17,135,0,18
C00537,28,F,49201,Instagram,36,1,48,48,2022-08-24,2024-10-28,155,1,19
C00538,29,M,37736,Instagram,25,1,22,22,2023-08-16,2025-01-25,66,0,11
C00539,37,M,51307,Facebook,18,1,79,79,2022-06-18,2024-11-15,137,1,33
C00540,18,M,49718,Instagram,25,2,26,52,2024-01-10,2024-11-10,142,1,17
C00541,55,M,92503,Facebook,17,2,77,154,2022-08-08,2024-11-30,122,1,16
C00542,35,F,62602,Instagram,24,1,20,20,2023-08-06,2024-10-24,159,1,23
C00543,18,F,41866,TikTok,39,4,30,120,2022-12-06,2024-11-05,147,0,13
C00544,38,F,33880,Facebook,22,3,42,126,2023-02-20,2024-11-23,129,1,24
C00545,46,M,61256,Facebook,13,5,107,535,2024-01-29,2024-11-14,138,0,19
C00546,35,F,37754,Instagram,25,5,60,300,2022-11-16,2024-10-11,172,0,22
C00547,27,M,39119,Instagram,22,1,38,38,2024-01-17,2025-01-16,75,1,16
C00548,58,M,70433,Facebook,16,2,57,114,2022-12-08,2025-02-13,47,0,23
C00549,16,M,33631,TikTok,38,2,22,44,2023-04-18,2024-11-16,136,0,5
C00550,37,F,51680,Instagram,25,5,19,95,2023-09-19,2024-12-28,94,0,18
C00551,34,F,48913,Instagram,26,5,45,225,2023-05-30,2024-12-26,96,0,20
C00552,38,M,31230,Facebook,17,3,65,195,2023-05-02,2024-10-05,178,1,20
C00553,28,F,34901,TikTok,29,3,11,33,2023-11-02,2024-12-10,112,0,10
C00554,51,M,18000,Facebook,18,2,55,110,2023-06-15,2024-11-27,125,0,32
C00555,39,M,42206,Facebook,20,4,89,356,2023-10-01,2025-03-08,24,0,27
C00556,26,M,51585,Instagram,28,1,30,30,2022-10-14,2025-02-22,38,1,12
C00557,16,F,35838,TikTok,41,3,16,48,2023-03-12,2025-01-05,86,0,12
C00558,29,M,34933,TikTok,50,3,34,102,2023-12-04,2025-01-08,83,1,8
C00559,33,F,30636,Instagram,27,1,30,30,2024-08-03,2025-03-11,21,1,17
C00560,34,M,32985,Instagram,26,1,52,52,2022-11-05,2024-12-10,112,0,12
C00561,23,F,41675,Instagram,29,3,21,63,2022-11-10,2024-11-21,131,0,23
C00562,27,M,25233,Instagram,25,1,41,41,2022-11-15,2025-02-19,41,0,18
C00563,35,M,51715,Instagram,29,3,36,108,2024-02-07,2024-10-16,167,0,12
C00564,40,M,62676,Facebook,13,1,76,76,2022-11-20,2025-02-22,38,0,29
C00565,27,F,46150,TikTok,43,2,33,66,2022-07-27,2024-11-20,132,2,6
C00566,47,M,52880,Facebook,17,3,95,285,2024-07-07,2025-02-12,48,2,25
C00567,38,M,34254,Instagram,26,1,28,28,2022-12-03,2025-03-14,18,1,17
C00568,55,M,44362,Facebook,12,1,45,45,2023-05-31,2025-01-15,76,0,28
C00569,28,M,48912,TikTok,40,1,23,23,2023-02-09,2024-10-16,167,1,16
C00570,23,F,25233,Instagram,22,5,29,145,2023-09-26,2025-02-27,33,1,20
C00571,40,M,49633,Facebook,14,3,74,222,2024-04-23,2024-12-20,102,0,34
C00572,35,F,55246,Instagram,33,4,47,188,2023-08-18,2024-12-15,107,0,10
C00573,32,F,18000,Instagram,36,1,52,52,2024-01-29,2024-12-05,117,0,13
C00574,23,M,41542,Instagram,24,3,25,75,2023-03-17,2025-01-15,76,2,17
C00575,27,M,51164,Instagram,29,1,39,39,2022-10-08,2025-01-04,87,0,13
C00576,24,M,18410,Instagram,31,3,28,84,2023-05-17,2024-11-05,147,1,10
C00577,24,F,47036,TikTok,37,4,11,44,2023-06-03,2024-12-02,120,0,13
C00578,17,F,60752,TikTok,48,3,36,108,2023-03-12,2025-02-18,42,0,5
C00579,22,F,25699,Instagram,21,3,21,63,2022-11-25,2025-01-28,63,1,24
C00580,59,M,69034,Facebook,13,2,74,148,2024-06-13,2025-02-05,55,0,31
C00581,34,M,18000,Facebook,15,2,86,172,2023-07-07,2025-01-30,61,0,28
C00582,38,M,27200,Facebook,16,1,45,45,2022-07-24,2024-11-22,130,0,33
C00583,54,F,23756,Facebook,17,3,49,147,2023-06-06,2025-03-12,20,0,31
C00584,22,F,18000,TikTok,31,3,38,114,2024-02-26,2025-03-11,21,1,18
C00585,21,F,35386,Instagram,29,1,53,53,2022-11-28,2025-03-16,16,0,21
C00586,24,M,18766,Instagram,41,2,38,76,2023-12-05,2024-10-29,154,0,21
C00587,58,M,74728,Facebook,16,1,81,81,2024-05-04,2024-12-12,110,2,26
C00588,30,M,62280,Instagram,42,2,27,54,2023-07-19,2025-02-08,52,0,21
C00589,22,F,46911,TikTok,47,2,29,58,2023-09-01,2025-02-18,42,1,15
C00590,33,M,54324,Instagram,29,3,34,102,2023-09-18,2024-10-29,154,1,25
C00591,21,F,18000,TikTok,45,1,32,32,2022-11-11,2025-01-03,88,0,5
C00592,27,M,55005,TikTok,46,4,29,116,2023-12-08,2025-01-20,71,0,7
C00593,37,F,50819,Instagram,38,4,34,136,2022-11-03,2025-02-28,32,2,14
C00594,51,M,58903,Facebook,15,2,73,146,2024-01-14,2024-11-21,131,0,32
C00595,40,M,42753,Instagram,26,4,24,96,2023-01-18,2024-12-29,93,0,12
C00596,41,F,25014,Facebook,23,2,50,100,2023-06-14,2025-01-12,79,0,20
C00597,44,M,60932,Facebook,9,1,58,58,2023-12-17,2024-12-31,91,1,17
C00598,23,F,23696,Instagram,30,1,26,26,2023-12-13,2024-11-05,147,0,22
C00599,50,M,47625,Facebook,18,1,63,63,2024-06-12,2025-01-09,82,1,25
C00600,27,M,33047,TikTok,46,1,22,22,2023-05-05,2024-11-13,139,1,19
C00601,36,M,56559,Facebook,21,4,110,440,2024-02-05,2024-11-07,145,1,20
C00602,40,M,46444,Facebook,14,1,96,96,2022-11-10,2025-01-21,70,0,19
C00603,26,M,31095,Instagram,30,2,47,94,2023-07-16,2025-01-05,86,0,10
C00604,20,M,49707,Instagram,28,3,51,153,2022-09-26,2025-01-29,62,0,19
C00605,19,M,18000,Instagram,28,2,51,102,2022-08-12,2024-12-24,98,0,16
C00606,19,M,18000,TikTok,47,2,17,34,2023-01-10,2024-11-12,140,1,12
C00607,39,F,47842,Instagram,28,1,40,40,2023-03-23,2024-10-19,164,0,22
C00608,20,M,42746,Instagram,34,1,42,42,2023-10-19,2024-10-29,154,0,21
C00609,52,M,75349,Facebook,15,1,109,109,2024-07-01,2025-02-08,52,0,18
C00610,24,M,34308,TikTok,34,2,28,56,2023-09-16,2024-12-11,111,1,12
C00611,18,F,24893,Instagram,35,2,53,106,2023-07-02,2024-11-04,148,0,16
C00612,18,F,20810,Instagram,32,2,16,32,2023-07-03,2025-03-08,24,1,15
C00613,40,F,61586,Facebook,21,5,110,550,2022-08-27,2024-10-28,155,0,29
C00614,23,M,48755,TikTok,40,1,14,14,2023-09-16,2025-01-17,74,0,15
C00615,36,F,58555,Instagram,38,2,36,72,2022-09-13,2024-12-31,91,0,13
C00616,18,F,43864,Instagram,31,2,40,80,2023-04-22,2025-01-02,89,1,11
C00617,36,F,43194,Instagram,30,1,43,43,2023-12-11,2024-11-12,140,1,20
C00618,44,F,31203,Facebook,15,2,41,82,2023-03-21,2024-10-16,167,1,31
C00619,26,M,50041,Instagram,35,1,54,54,2024-01-07,2024-11-06,146,0,22
C00620,47,M,63321,Facebook,14,2,46,92,2023-08-15,2025-03-07,25,0,30
C00621,48,M,81928,Facebook,20,2,113,226,2022-10-25,2025-02-14,46,1,18
C00622,28,M,55945,TikTok,43,5,34,170,2023-01-03,2024-12-08,114,0,9
C00623,26,F,20419,Instagram,44,2,48,96,2024-06-28,2025-03-14,18,0,24
C00624,30,M,33137,Facebook,12,4,53,212,2022-10-22,2024-10-10,173,0,18
C00625,20,F,42367,TikTok,33,1,19,19,2022-11-07,2025-02-22,38,1,9
C00626,35,F,50597,Instagram,32,2,37,74,2023-07-19,2025-02-17,43,1,18
C00627,24,M,33065,Instagram,28,2,42,84,2023-04-05,2025-02-28,32,0,24
C00628,34,M,33985,Instagram,22,2,45,90,2023-03-25,2025-03-13,19,0,10
C00629,26,F,34997,TikTok,46,1,13,13,2023-04-15,2024-11-21,131,1,10
